airline,flight_number,route_code,callsign,route_leg,dpt_airport,arr_airport,alt_airport,days,dpt_time,	arr_time,level,distance,	flight_time,	flight_type,	load_factor,load_factor_variance,pilot_pay,route,notes,start_date,end_date,active,subfleets,fares,fields
AVA,04001,,,,LGSM,ENGM,,2,10:05,14:05,,1478,240,J,,,,,,,,1,B738,Y?price=441.11%;J?price=441.11%;F?price=441.11%,,
AVA,04674,,,,ENTO,EVRA,,01345,12:20,13:50,,455,90,J,,,,,,,,1,A320,Y?price=205.02%;J?price=205.01%;F?price=205.01%,,
AVA,04675,,,,EVRA,ENZV,,246,14:00,16:20,,594,140,J,,,,,,,,1,DH8D,Y?price=237.11%;J?price=237.11%;F?price=237.11%,,
AVA,04676,,,,ENZV,EVRA,,246,16:50,19:05,,594,135,J,,,,,,,,1,DH8D,Y?price=237.11%;J?price=237.11%;F?price=237.11%,,
AVA,04677,,,,EIDW,EYKA,,1357,15:25,18:30,,1061,185,J,,,,,,,,1,B738,Y?price=344.88%;J?price=344.87%;F?price=344.87%,,
AVA,04678,,,,EYVI,BIKF,,37,07:05,11:25,,1526,260,J,,,,,,,,1,A320,Y?price=452.17%;J?price=452.16%;F?price=452.16%,,
AVA,04679,,,,BIKF,EYVI,,37,12:10,16:05,,1526,235,J,,,,,,,,1,A320,Y?price=452.17%;J?price=452.16%;F?price=452.16%,,
AVA,04680,,,,EYVI,ENGM,,1234567,03:45,05:45,,565,120,J,,,,,,,,1,B738,Y?price=230.38%;J?price=230.38%;F?price=230.39%,,
AVA,04681,,,,ENGM,EYVI,,1234567,11:00,12:55,,565,115,J,,,,,,,,1,B738,Y?price=230.38%;J?price=230.38%;F?price=230.39%,,
AVA,04682,,,,EYVI,ENTO,,13457,12:00,13:55,,561,115,J,,,,,,,,1,A321,Y?price=229.49%;J?price=229.5%;F?price=229.5%,,
AVA,04683,,,,ENTO,EYVI,,13457,14:30,16:15,,561,105,J,,,,,,,,1,A321,Y?price=229.49%;J?price=229.5%;F?price=229.5%,,
AVA,04684,,,,GCLP,EGPK,,26,05:40,10:10,,1719,270,J,,,,,,,,1,B738,Y?price=496.74%;J?price=496.74%;F?price=496.74%,,
AVA,04685,,,,EGPK,GCLP,,26,10:35,15:20,,1719,285,J,,,,,,,,1,B738,Y?price=496.74%;J?price=496.74%;F?price=496.74%,,
AVA,04686,,,,GCLP,ENBR,,6,08:00,13:15,,2115,315,J,,,,,,,,1,B738,Y?price=588%;J?price=588.01%;F?price=588.01%,,
AVA,04687,,,,ENBR,GCLP,,6,14:00,19:30,,2115,330,J,,,,,,,,1,B738,Y?price=588%;J?price=588.01%;F?price=588.01%,,
AVA,04688,,,,GCLP,ENGM,,01345,10:20,15:45,,2215,325,J,,,,,,,,1,B738,Y?price=611.12%;J?price=611.12%;F?price=611.12%,,
AVA,04689,,,,ENGM,GCLP,,01345,16:30,22:15,,2215,345,J,,,,,,,,1,B738,Y?price=611.12%;J?price=611.12%;F?price=611.12%,,
AVA,04690,,,,GCLP,ENTO,,5,09:00,14:10,,2152,310,J,,,,,,,,1,B738,Y?price=596.72%;J?price=596.73%;F?price=596.73%,,
AVA,04691,,,,ENTO,GCLP,,5,15:00,20:40,,2152,340,J,,,,,,,,1,B738,Y?price=596.72%;J?price=596.73%;F?price=596.73%,,
AVA,04692,,,,GCLP,ENVA,,3,07:00,12:40,,2363,340,J,,,,,,,,1,A320,Y?price=645.25%;J?price=645.24%;F?price=645.24%,,
AVA,04693,,,,ENVA,GCLP,,3,13:40,19:30,,2363,350,J,,,,,,,,1,A320,Y?price=645.25%;J?price=645.24%;F?price=645.24%,,
AVA,04694,,,,GCLP,ENZV,,4,07:00,12:10,,2051,310,J,,,,,,,,1,A320,Y?price=573.26%;J?price=573.27%;F?price=573.27%,,
AVA,04695,,,,ENZV,GCLP,,4,13:10,18:20,,2051,310,J,,,,,,,,1,A320,Y?price=573.26%;J?price=573.27%;F?price=573.27%,,
AVA,04696,,,,GCRR,EICK,,1246,06:25,10:20,,1392,235,J,,,,,,,,1,B738,Y?price=421.31%;J?price=421.3%;F?price=421.3%,,
AVA,04697,,,,EICK,GCRR,,1246,10:45,14:40,,1392,235,J,,,,,,,,1,B738,Y?price=421.31%;J?price=421.3%;F?price=421.3%,,
AVA,04698,,,,GCRR,EIDW,,4,08:00,12:10,,1503,250,J,,,,,,,,1,B738,Y?price=446.89%;J?price=446.9%;F?price=446.9%,,
AVA,04699,,,,EIDW,GCRR,,4,13:00,17:10,,1503,250,J,,,,,,,,1,B738,Y?price=446.89%;J?price=446.9%;F?price=446.9%,,
AVA,04700,,,,GCRR,EIDW,,6,10:30,14:30,,1503,240,J,,,,,,,,1,B738,Y?price=446.89%;J?price=446.9%;F?price=446.9%,,
AVA,04701,,,,EIDW,GCRR,,6,15:30,19:30,,1503,240,J,,,,,,,,1,B738,Y?price=446.89%;J?price=446.9%;F?price=446.9%,,
AVA,04702,,,,GCRR,EIKN,,5,06:25,10:30,,1512,245,J,,,,,,,,1,B738,Y?price=448.95%;J?price=448.95%;F?price=448.95%,,
AVA,04703,,,,EIKN,GCRR,,5,10:55,15:05,,1512,250,J,,,,,,,,1,B738,Y?price=448.95%;J?price=448.95%;F?price=448.95%,,
AVA,04704,,,,GCRR,EINN,,145,06:30,10:35,,1440,245,J,,,,,,,,1,B738,Y?price=432.32%;J?price=432.32%;F?price=432.32%,,
AVA,04705,,,,EINN,GCRR,,145,11:00,15:05,,1440,245,J,,,,,,,,1,B738,Y?price=432.32%;J?price=432.32%;F?price=432.32%,,
AVA,04706,,,,GCRR,EINN,,1,10:05,13:55,,1440,230,J,,,,,,,,1,B738,Y?price=432.32%;J?price=432.32%;F?price=432.32%,,
AVA,04707,,,,EINN,GCRR,,1,14:45,18:50,,1440,245,J,,,,,,,,1,B738,Y?price=432.32%;J?price=432.32%;F?price=432.32%,,
AVA,04708,,,,GCTS,EGPH,,26,09:15,13:45,,1768,270,J,,,,,,,,1,B738,Y?price=507.95%;J?price=507.95%;F?price=507.95%,,
AVA,04709,,,,EGPH,GCTS,,26,14:30,19:15,,1768,285,J,,,,,,,,1,B738,Y?price=507.95%;J?price=507.95%;F?price=507.95%,,
AVA,04710,,,,GCTS,EIKN,,4,06:20,10:40,,1589,260,J,,,,,,,,1,B738,Y?price=466.68%;J?price=466.68%;F?price=466.68%,,
AVA,04711,,,,EIKN,GCTS,,4,11:05,15:30,,1589,265,J,,,,,,,,1,B738,Y?price=466.68%;J?price=466.68%;F?price=466.68%,,
AVA,04712,,,,GCTS,ENGM,,37,07:00,12:30,,2232,330,J,,,,,,,,1,B738,Y?price=615.12%;J?price=615.12%;F?price=615.12%,,
AVA,04713,,,,ENGM,GCTS,,37,13:25,19:15,,2232,350,J,,,,,,,,1,B738,Y?price=615.12%;J?price=615.12%;F?price=615.12%,,
AVA,04714,,,,GCTS,ENGM,,2,08:25,13:50,,2232,325,J,,,,,,,,1,A320,Y?price=615.12%;J?price=615.12%;F?price=615.12%,,
AVA,04715,,,,ENGM,GCTS,,2,14:50,20:35,,2232,345,J,,,,,,,,1,A320,Y?price=615.12%;J?price=615.12%;F?price=615.12%,,
AVA,04716,,,,GMAD,EIDW,,36,14:20,18:15,,1392,235,J,,,,,,,,1,A320,Y?price=421.34%;J?price=421.34%;F?price=421.34%,,
AVA,04717,,,,EIDW,GMAD,,36,19:05,22:50,,1392,225,J,,,,,,,,1,A320,Y?price=421.34%;J?price=421.34%;F?price=421.34%,,
AVA,04718,,,,GMMX,EIDW,,04,05:30,09:20,,1311,230,J,,,,,,,,1,B738,Y?price=402.55%;J?price=402.55%;F?price=402.55%,,
AVA,04719,,,,EIDW,GMMX,,04,09:45,13:30,,1311,225,J,,,,,,,,1,B738,Y?price=402.55%;J?price=402.55%;F?price=402.55%,,
AVA,04720,,,,EINN,KADW,,5,12:07,18:50,,2848,403,J,,,,,,,,1,B733,Y?price=757.34%;J?price=757.33%;F?price=757.34%,,
AVA,04721,,,,KATL,EIDW,,1234567,01:49,09:35,,3411,466,J,,,,,,,,1,B763,Y?price=887.22%;J?price=887.22%;F?price=887.22%,,
AVA,04722,,,,EIDW,KATL,,1234567,11:20,20:18,,3411,538,J,,,,,,,,1,B763,Y?price=887.22%;J?price=887.22%;F?price=887.22%,,
AVA,04723,,,,KBOS,BIKF,,1234567,01:05,06:05,,2091,300,J,,,,,,,,1,B763,Y?price=582.48%;J?price=582.47%;F?price=582.47%,,
AVA,04724,,,,BIKF,KBOS,,1234567,17:15,22:50,,2091,335,J,,,,,,,,1,B763,Y?price=582.48%;J?price=582.47%;F?price=582.47%,,
AVA,04725,,,,KBOS,EGPH,,1234567,02:03,08:25,,2658,382,J,,,,,,,,1,B752,Y?price=713.38%;J?price=713.39%;F?price=713.39%,,
AVA,04726,,,,EGPH,KBOS,,1234567,09:40,17:01,,2658,441,J,,,,,,,,1,B752,Y?price=713.38%;J?price=713.39%;F?price=713.39%,,
AVA,04727,,,,KBOS,EIDW,,1234567,01:30,07:35,,2592,365,J,,,,,,,,1,A333,Y?price=698.14%;J?price=698.13%;F?price=698.13%,,
AVA,04728,,,,EIDW,KBOS,,1234567,15:20,22:30,,2592,430,J,,,,,,,,1,A333,Y?price=698.14%;J?price=698.13%;F?price=698.13%,,
AVA,04729,,,,KBOS,EIDW,,1234567,01:45,07:50,,2592,365,J,,,,,,,,1,B763,Y?price=698.14%;J?price=698.13%;F?price=698.13%,,
AVA,04730,,,,EIDW,KBOS,,1234567,09:35,16:40,,2592,425,J,,,,,,,,1,B763,Y?price=698.14%;J?price=698.13%;F?price=698.13%,,
AVA,04731,,,,KDFW,BIKF,,1234567,01:35,09:15,,3244,460,J,,,,,,,,1,B752,Y?price=848.51%;J?price=848.5%;F?price=848.5%,,
AVA,04732,,,,BIKF,KDFW,,1234567,11:15,19:35,,3244,500,J,,,,,,,,1,B752,Y?price=848.51%;J?price=848.5%;F?price=848.5%,,
AVA,04733,,,,KEWR,BIKF,,123456,00:25,05:55,,2254,330,J,,,,,,,,1,B752,Y?price=620.08%;J?price=620.08%;F?price=620.08%,,
AVA,04734,,,,BIKF,KEWR,,123457,17:00,23:00,,2254,360,J,,,,,,,,1,B752,Y?price=620.08%;J?price=620.08%;F?price=620.08%,,
AVA,04735,,,,KEWR,BIKF,,1234567,02:40,08:20,,2254,340,J,,,,,,,,1,B752,Y?price=620.08%;J?price=620.08%;F?price=620.08%,,
AVA,04736,,,,BIKF,KEWR,,1234567,11:55,18:05,,2254,370,J,,,,,,,,1,B752,Y?price=620.08%;J?price=620.08%;F?price=620.08%,,
AVA,04737,,,,KEWR,EGPH,,1234567,00:15,07:05,,2830,410,J,,,,,,,,1,B752,Y?price=753.08%;J?price=753.07%;F?price=753.07%,,
AVA,04738,,,,EGPH,KEWR,,1234567,08:40,16:20,,2830,460,J,,,,,,,,1,B752,Y?price=753.08%;J?price=753.07%;F?price=753.07%,,
AVA,04739,,,,KEWR,EINN,,1234567,02:25,08:45,,2681,380,J,,,,,,,,1,B752,Y?price=718.63%;J?price=718.63%;F?price=718.62%,,
AVA,04740,,,,EINN,KEWR,,1234567,11:30,18:45,,2681,435,J,,,,,,,,1,B752,Y?price=718.63%;J?price=718.63%;F?price=718.62%,,
AVA,04741,,,,KIAD,BIKF,,1234567,00:30,06:20,,2425,350,J,,,,,,,,1,B763,Y?price=659.6%;J?price=659.6%;F?price=659.6%,,
AVA,04742,,,,BIKF,KIAD,,1234567,16:50,23:05,,2425,375,J,,,,,,,,1,B763,Y?price=659.6%;J?price=659.6%;F?price=659.6%,,
AVA,04743,,,,KIAD,EGPH,,1234567,02:25,09:40,,3011,435,J,,,,,,,,1,B752,Y?price=794.85%;J?price=794.84%;F?price=794.84%,,
AVA,04744,,,,EGPH,KIAD,,1234567,11:30,19:30,,3011,480,J,,,,,,,,1,B752,Y?price=794.85%;J?price=794.84%;F?price=794.84%,,
AVA,04745,,,,KIAD,EIDW,,1234567,02:00,09:00,,2948,420,J,,,,,,,,1,B752,Y?price=780.26%;J?price=780.26%;F?price=780.26%,,
AVA,04746,,,,EIDW,KIAD,,1234567,11:55,19:55,,2948,480,J,,,,,,,,1,B752,Y?price=780.26%;J?price=780.26%;F?price=780.26%,,
AVA,04747,,,,KJFK,BIKF,,234567,00:20,05:55,,2246,335,J,,,,,,,,1,B752,Y?price=618.4%;J?price=618.39%;F?price=618.39%,,
AVA,04748,,,,BIKF,KJFK,,123456,17:00,23:00,,2246,360,J,,,,,,,,1,B752,Y?price=618.4%;J?price=618.39%;F?price=618.39%,,
AVA,04749,,,,KJFK,BIKF,,1234567,01:00,06:55,,2246,355,J,,,,,,,,1,B752,Y?price=618.4%;J?price=618.39%;F?price=618.39%,,
AVA,04750,,,,BIKF,KJFK,,1234567,10:55,16:49,,2246,354,J,,,,,,,,1,B752,Y?price=618.4%;J?price=618.39%;F?price=618.39%,,
AVA,04751,,,,KJFK,EGPF,,1234567,03:34,10:15,,2785,401,J,,,,,,,,1,B752,Y?price=742.78%;J?price=742.78%;F?price=742.78%,,
AVA,04752,,,,EGPF,KJFK,,1234567,12:00,19:40,,2785,460,J,,,,,,,,1,B752,Y?price=742.78%;J?price=742.78%;F?price=742.78%,,
AVA,04753,,,,KJFK,EGPH,,1234567,01:07,08:10,,2819,423,J,,,,,,,,1,B752,Y?price=750.62%;J?price=750.62%;F?price=750.62%,,
AVA,04754,,,,EGPH,KJFK,,1234567,09:55,17:30,,2819,455,J,,,,,,,,1,B752,Y?price=750.62%;J?price=750.62%;F?price=750.62%,,
AVA,04755,,,,KJFK,EIDW,,1234567,00:50,07:35,,2753,405,J,,,,,,,,1,A333,Y?price=735.42%;J?price=735.41%;F?price=735.41%,,
AVA,04756,,,,EIDW,KJFK,,1234567,15:15,22:55,,2753,460,J,,,,,,,,1,A333,Y?price=735.42%;J?price=735.41%;F?price=735.41%,,
AVA,04757,,,,KJFK,EIDW,,1234567,02:09,08:50,,2753,401,J,,,,,,,,1,B763,Y?price=735.42%;J?price=735.41%;F?price=735.41%,,
AVA,04758,,,,EIDW,KJFK,,1234567,10:35,17:55,,2753,440,J,,,,,,,,1,B763,Y?price=735.42%;J?price=735.41%;F?price=735.41%,,
AVA,04759,,,,KJFK,EINN,,1234567,02:45,09:10,,2669,385,J,,,,,,,,1,B752,Y?price=715.86%;J?price=715.86%;F?price=715.86%,,
AVA,04760,,,,EINN,KJFK,,1234567,10:40,17:49,,2669,429,J,,,,,,,,1,B752,Y?price=715.86%;J?price=715.86%;F?price=715.86%,,
AVA,04761,,,,KLAX,ENGM,,03,00:20,10:35,,4630,615,J,,,,,,,,1,B788,Y?price=1168.4%;J?price=1168.39%;F?price=1168.39%,,
AVA,04762,,,,ENGM,KLAX,,26,11:25,22:20,,4630,655,J,,,,,,,,1,B788,Y?price=1168.4%;J?price=1168.39%;F?price=1168.39%,,
AVA,04763,,,,KMCO,EGPF,,0566,00:30,08:20,,3575,470,J,,,,,,,,1,B744,Y?price=925.09%;J?price=925.1%;F?price=925.1%,,
AVA,04764,,,,EGPF,KMCO,,4567,11:05,19:45,,3575,520,J,,,,,,,,1,B744,Y?price=925.09%;J?price=925.1%;F?price=925.1%,,
AVA,04765,,,,KMSP,BIKF,,1234567,00:20,06:30,,2549,370,J,,,,,,,,1,B763,Y?price=688.34%;J?price=688.33%;F?price=688.33%,,
AVA,04766,,,,BIKF,KMSP,,1234567,16:45,23:05,,2549,380,J,,,,,,,,1,B763,Y?price=688.34%;J?price=688.33%;F?price=688.33%,,
AVA,04767,,,,KORD,BIKF,,1234567,00:30,06:35,,2550,365,J,,,,,,,,1,B752,Y?price=688.35%;J?price=688.35%;F?price=688.36%,,
AVA,04768,,,,BIKF,KORD,,1234567,16:45,23:15,,2550,390,J,,,,,,,,1,B752,Y?price=688.35%;J?price=688.35%;F?price=688.36%,,
AVA,04769,,,,KORD,EIDW,,1234567,01:20,08:50,,3181,450,J,,,,,,,,1,A333,Y?price=834.06%;J?price=834.06%;F?price=834.06%,,
AVA,04770,,,,EIDW,KORD,,1234567,15:00,23:30,,3181,510,J,,,,,,,,1,A333,Y?price=834.06%;J?price=834.06%;F?price=834.06%,,
AVA,04771,,,,KORD,EIDW,,1234567,02:05,09:45,,3181,460,J,,,,,,,,1,B752,Y?price=834.06%;J?price=834.06%;F?price=834.06%,,
AVA,04772,,,,EIDW,KORD,,1234567,11:25,19:50,,3181,505,J,,,,,,,,1,B752,Y?price=834.06%;J?price=834.06%;F?price=834.06%,,
AVA,04773,,,,KORD,EIDW,,1234567,03:15,10:35,,3181,440,J,,,,,,,,1,B788,Y?price=834.06%;J?price=834.06%;F?price=834.06%,,
AVA,04774,,,,EIDW,KORD,,1234567,12:35,20:45,,3181,490,J,,,,,,,,1,B788,Y?price=834.06%;J?price=834.06%;F?price=834.06%,,
AVA,04775,,,,KPHL,BIKF,,1357,00:30,06:10,,2322,340,J,,,,,,,,1,B752,Y?price=635.77%;J?price=635.77%;F?price=635.78%,,
AVA,04776,,,,BIKF,KPHL,,2467,16:55,23:20,,2322,385,J,,,,,,,,1,B752,Y?price=635.77%;J?price=635.77%;F?price=635.78%,,
AVA,04777,,,,KPHL,EGPH,,1234567,01:05,08:10,,2899,425,J,,,,,,,,1,B752,Y?price=769.03%;J?price=769.04%;F?price=769.04%,,
AVA,04778,,,,EGPH,KPHL,,1234567,09:45,17:35,,2899,470,J,,,,,,,,1,B752,Y?price=769.03%;J?price=769.04%;F?price=769.04%,,
AVA,04779,,,,KPHL,EIDW,,1234567,01:10,07:55,,2834,405,J,,,,,,,,1,A332,Y?price=754%;J?price=754.01%;F?price=754.01%,,
AVA,04780,,,,EIDW,KPHL,,1234567,10:20,18:00,,2834,460,J,,,,,,,,1,A332,Y?price=754%;J?price=754.01%;F?price=754.01%,,
AVA,04781,,,,KPHL,EINN,,1234567,01:20,07:55,,2749,395,J,,,,,,,,1,B752,Y?price=734.49%;J?price=734.49%;F?price=734.49%,,
AVA,04782,,,,EINN,KPHL,,1234567,10:05,17:35,,2749,450,J,,,,,,,,1,B752,Y?price=734.49%;J?price=734.49%;F?price=734.49%,,
AVA,04783,,,,KPVD,EGPH,,357,01:25,08:05,,2698,400,J,,,,,,,,1,B738,Y?price=722.52%;J?price=722.53%;F?price=722.53%,,
AVA,04784,,,,EGPH,KPVD,,246,16:10,23:25,,2698,435,J,,,,,,,,1,B738,Y?price=722.52%;J?price=722.53%;F?price=722.53%,,
AVA,04785,,,,KPVD,EICK,,246,00:50,06:45,,2571,355,J,,,,,,,,1,B738,Y?price=693.35%;J?price=693.35%;F?price=693.35%,,
AVA,04786,,,,EICK,KPVD,,246,15:20,22:20,,2571,420,J,,,,,,,,1,B738,Y?price=693.35%;J?price=693.35%;F?price=693.35%,,
AVA,04787,,,,KPVD,EIDW,,13457,00:45,06:55,,2630,370,J,,,,,,,,1,B738,Y?price=706.98%;J?price=706.99%;F?price=706.99%,,
AVA,04788,,,,EIDW,KPVD,,13457,13:45,20:50,,2630,425,J,,,,,,,,1,B738,Y?price=706.98%;J?price=706.99%;F?price=706.99%,,
AVA,04789,,,,KPVD,EINN,,0135,00:35,06:35,,2545,360,J,,,,,,,,1,B738,Y?price=687.34%;J?price=687.34%;F?price=687.34%,,
AVA,04790,,,,EINN,KPVD,,0135,14:30,21:20,,2545,410,J,,,,,,,,1,B738,Y?price=687.34%;J?price=687.34%;F?price=687.34%,,
AVA,04791,,,,KSFO,EIDW,,1234567,00:30,10:45,,4415,615,J,,,,,,,,1,A333,Y?price=1118.92%;J?price=1118.93%;F?price=1118.93%,,
AVA,04792,,,,EIDW,KSFO,,1234567,11:35,22:35,,4415,660,J,,,,,,,,1,A333,Y?price=1118.92%;J?price=1118.93%;F?price=1118.93%,,
AVA,04793,,,,KSWF,EGPH,,1246,01:25,07:55,,2794,390,J,,,,,,,,1,B738,Y?price=744.85%;J?price=744.85%;F?price=744.85%,,
AVA,04794,,,,EGPH,KSWF,,1357,16:10,23:30,,2794,440,J,,,,,,,,1,B738,Y?price=744.85%;J?price=744.85%;F?price=744.85%,,
AVA,04795,,,,KSWF,EIDW,,0123456,00:55,07:15,,2732,380,J,,,,,,,,1,B738,Y?price=730.42%;J?price=730.41%;F?price=730.41%,,
AVA,04796,,,,EIDW,KSWF,,1234567,13:30,20:50,,2732,440,J,,,,,,,,1,B738,Y?price=730.42%;J?price=730.41%;F?price=730.41%,,
AVA,04797,,,,KSWF,EINN,,247,00:25,06:35,,2648,370,J,,,,,,,,1,B738,Y?price=711.15%;J?price=711.15%;F?price=711.15%,,
AVA,04798,,,,EINN,KSWF,,247,14:40,21:50,,2648,430,J,,,,,,,,1,B738,Y?price=711.15%;J?price=711.15%;F?price=711.15%,,
AVA,04799,,,,KSWF,ENBR,,15,00:35,07:40,,2993,425,J,,,,,,,,1,B738,Y?price=790.69%;J?price=790.7%;F?price=790.7%,,
AVA,04800,,,,ENBR,KSWF,,15,14:30,22:10,,2993,460,J,,,,,,,,1,B738,Y?price=790.69%;J?price=790.7%;F?price=790.7%,,
AVA,04801,,,,LBBG,EGPD,,15,02:50,06:45,,1427,235,J,,,,,,,,1,A320,Y?price=429.22%;J?price=429.22%;F?price=429.22%,,
AVA,04802,,,,EGPD,LBBG,,5,07:45,11:30,,1427,225,J,,,,,,,,1,A320,Y?price=429.22%;J?price=429.22%;F?price=429.22%,,
AVA,04803,,,,LBBG,EGPF,,7,13:00,16:55,,1465,235,J,,,,,,,,1,A320,Y?price=438.03%;J?price=438.03%;F?price=438.03%,,
AVA,04804,,,,EGPF,LBBG,,7,17:55,21:40,,1465,225,J,,,,,,,,1,A320,Y?price=438.03%;J?price=438.03%;F?price=438.03%,,
AVA,04805,,,,LBBG,EGPH,,1,04:20,08:10,,1433,230,J,,,,,,,,1,A320,Y?price=430.68%;J?price=430.68%;F?price=430.68%,,
AVA,04806,,,,EGPH,LBBG,,1,09:15,12:55,,1433,220,J,,,,,,,,1,A320,Y?price=430.68%;J?price=430.68%;F?price=430.68%,,
AVA,04807,,,,LBBG,EIDW,,6,00:20,04:10,,1486,230,J,,,,,,,,1,A320,Y?price=442.94%;J?price=442.94%;F?price=442.94%,,
AVA,04808,,,,EIDW,LBBG,,6,05:00,08:50,,1486,230,J,,,,,,,,1,A320,Y?price=442.94%;J?price=442.94%;F?price=442.94%,,
AVA,04809,,,,LBBG,ENAL,,2,03:10,06:50,,1416,220,J,,,,,,,,1,A320,Y?price=426.8%;J?price=426.81%;F?price=426.8%,,
AVA,04810,,,,ENAL,LBBG,,2,07:50,11:20,,1416,210,J,,,,,,,,1,A320,Y?price=426.8%;J?price=426.81%;F?price=426.8%,,
AVA,04811,,,,LBBG,ENBR,,3,04:00,07:30,,1338,210,J,,,,,,,,1,A320,Y?price=408.68%;J?price=408.68%;F?price=408.68%,,
AVA,04812,,,,ENBR,LBBG,,3,08:30,11:50,,1338,200,J,,,,,,,,1,A320,Y?price=408.68%;J?price=408.68%;F?price=408.68%,,
AVA,04813,,,,LBBG,ENGM,,1357,01:30,04:45,,1215,195,J,,,,,,,,1,B738,Y?price=380.49%;J?price=380.49%;F?price=380.49%,,
AVA,04814,,,,ENGM,LBBG,,1356,15:10,18:25,,1215,195,J,,,,,,,,1,B738,Y?price=380.49%;J?price=380.49%;F?price=380.49%,,
AVA,04815,,,,LBBG,ENHD,,2,12:30,16:00,,1300,210,J,,,,,,,,1,A320,Y?price=400%;J?price=400%;F?price=400%,,
AVA,04816,,,,ENHD,LBBG,,2,17:00,20:20,,1300,200,J,,,,,,,,1,A320,Y?price=400%;J?price=400%;F?price=400%,,
AVA,04817,,,,LBBG,ENTC,,2,12:40,17:00,,1648,260,J,,,,,,,,1,A320,Y?price=480.38%;J?price=480.38%;F?price=480.38%,,
AVA,04818,,,,ENTC,LBBG,,2,17:50,22:00,,1648,250,J,,,,,,,,1,A320,Y?price=480.38%;J?price=480.38%;F?price=480.38%,,
AVA,04819,,,,LBBG,ENVA,,2,03:00,06:40,,1379,220,J,,,,,,,,1,A320,Y?price=418.31%;J?price=418.3%;F?price=418.3%,,
AVA,04820,,,,ENVA,LBBG,,2,07:40,11:10,,1379,210,J,,,,,,,,1,A320,Y?price=418.31%;J?price=418.3%;F?price=418.3%,,
AVA,04821,,,,LBBG,ENVA,,3,05:00,08:40,,1379,220,J,,,,,,,,1,A320,Y?price=418.31%;J?price=418.3%;F?price=418.3%,,
AVA,04822,,,,ENVA,LBBG,,3,09:40,13:10,,1379,210,J,,,,,,,,1,A320,Y?price=418.31%;J?price=418.3%;F?price=418.3%,,
AVA,04823,,,,LBSF,EGPF,,37,12:50,16:35,,1331,225,J,,,,,,,,1,B738,Y?price=407.22%;J?price=407.22%;F?price=407.22%,,
AVA,04824,,,,EGPF,LBSF,,37,17:00,20:35,,1331,215,J,,,,,,,,1,B738,Y?price=407.22%;J?price=407.22%;F?price=407.22%,,
AVA,04825,,,,LBSF,EIDW,,246,03:30,07:10,,1339,220,J,,,,,,,,1,B738,Y?price=409.03%;J?price=409.03%;F?price=409.03%,,
AVA,04826,,,,EIDW,LBSF,,246,07:35,11:15,,1339,220,J,,,,,,,,1,B738,Y?price=409.03%;J?price=409.03%;F?price=409.03%,,
AVA,04827,,,,LBWN,ENBO,,3,09:35,13:40,,1506,245,J,,,,,,,,1,A321,Y?price=447.57%;J?price=447.56%;F?price=447.56%,,
AVA,04828,,,,ENBO,LBWN,,3,15:10,19:15,,1506,245,J,,,,,,,,1,A321,Y?price=447.57%;J?price=447.56%;F?price=447.56%,,
AVA,04829,,,,LBWN,ENBR,,1,10:10,13:45,,1310,215,J,,,,,,,,1,A333,Y?price=402.34%;J?price=402.34%;F?price=402.34%,,
AVA,04830,,,,ENBR,LBWN,,1,15:35,19:00,,1310,205,J,,,,,,,,1,A333,Y?price=402.34%;J?price=402.34%;F?price=402.34%,,
AVA,04831,,,,LBWN,ENEV,,1,09:45,13:45,,1556,240,J,,,,,,,,1,A321,Y?price=458.98%;J?price=458.98%;F?price=458.98%,,
AVA,04832,,,,ENEV,LBWN,,1,15:15,19:20,,1556,245,J,,,,,,,,1,A321,Y?price=458.98%;J?price=458.98%;F?price=458.98%,,
AVA,04833,,,,LCLK,ENGM,,1,09:30,14:25,,1753,295,J,,,,,,,,1,B763,Y?price=504.43%;J?price=504.44%;F?price=504.43%,,
AVA,04834,,,,ENGM,LCLK,,1,15:55,20:35,,1753,280,J,,,,,,,,1,B763,Y?price=504.43%;J?price=504.44%;F?price=504.43%,,
AVA,04835,,,,LDSP,ENAL,,6,09:45,13:00,,1196,195,J,,,,,,,,1,B737,Y?price=375.89%;J?price=375.9%;F?price=375.9%,,
AVA,04836,,,,ENAL,LDSP,,6,14:10,17:20,,1196,190,J,,,,,,,,1,B737,Y?price=375.89%;J?price=375.9%;F?price=375.9%,,
AVA,04837,,,,LDSP,ENEV,,3,09:30,13:20,,1497,230,J,,,,,,,,1,B737,Y?price=445.49%;J?price=445.49%;F?price=445.49%,,
AVA,04838,,,,ENEV,LDSP,,3,14:20,18:05,,1497,225,J,,,,,,,,1,B737,Y?price=445.49%;J?price=445.49%;F?price=445.49%,,
AVA,04839,,,,LDSP,ENEV,,7,13:00,16:55,,1497,235,J,,,,,,,,1,A320,Y?price=445.49%;J?price=445.49%;F?price=445.49%,,
AVA,04840,,,,ENEV,LDSP,,7,17:45,21:45,,1497,240,J,,,,,,,,1,A320,Y?price=445.49%;J?price=445.49%;F?price=445.49%,,
AVA,04841,,,,LDSP,ENML,,3,13:00,16:10,,1195,190,J,,,,,,,,1,A320,Y?price=375.68%;J?price=375.68%;F?price=375.68%,,
AVA,04842,,,,ENML,LDSP,,3,17:00,20:10,,1195,190,J,,,,,,,,1,A320,Y?price=375.68%;J?price=375.68%;F?price=375.68%,,
